411	Insightra Medical Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Insightra Medical Inc	Irvine, CA 92618	LA/Orange County	www.insightra.com		$5,300,000	3	Later Stage	Medical Devices and Equipment	Insightra Medical Inc is a United States-based medical device company.	Tekla Capital Management LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Tekla Capital Management LLC&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
412	InSilico Medicine Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=InSilico Medicine Inc	Bethesda, MD 20814	DC/Metroplex	www.insilicomedicine.com		$0	1	Early Stage	Software	Develops drug knowledge management system.	Deep Knowledge Ventures Ltd	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Deep Knowledge Ventures Ltd&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
413	Inspire Medical Systems Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Inspire Medical Systems Inc	Maple Grove, MN 55369	North Central	www.inspiresleep.com		$39,999,600	9	Expansion	Medical Devices and Equipment	Inspire Medical Systems, Inc. develops implantable pulse generator.	Aperture Venture Partners LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Aperture Venture Partners LLC&Drill=2014-2	Johnson & Johnson Development Corp	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Johnson & Johnson Development Corp&Drill=2014-2	Kleiner Perkins Caufield & Byers LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Kleiner Perkins Caufield & Byers LLC&Drill=2014-2	Medtronic Inc	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Medtronic Inc&Drill=2014-2	OrbiMed Advisors LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=OrbiMed Advisors LLC&Drill=2014-2	Synergy Life Science Partners LP	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Synergy Life Science Partners LP&Drill=2014-2	Tgap Ventures LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Tgap Ventures LLC&Drill=2014-2	U.S. Venture Partners	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=U.S. Venture Partners&Drill=2014-2	No Data	No Data	No Data	No Data
414	Instacart Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Instacart Inc	Daly City, CA 94015	Silicon Valley	www.instacart.com		$43,999,900	3	Early Stage	Software	Instacart, Inc. grocery delivery service provider.	Andreessen Horowitz LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Andreessen Horowitz LLC&Drill=2014-2	Canaan Partners	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Canaan Partners&Drill=2014-2	Khosla Ventures LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Khosla Ventures LLC&Drill=2014-2	Sequoia Capital	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Sequoia Capital&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
415	Instart Logic Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Instart Logic Inc	Mountain View, CA 94043	Silicon Valley	instartlogic.com		$26,000,000	2	Early Stage	IT Services	Instart Logic, Inc. offers the cloud application delivery service.	Andreessen Horowitz LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Andreessen Horowitz LLC&Drill=2014-2	Greylock Partners	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Greylock Partners&Drill=2014-2	Kleiner Perkins Caufield & Byers LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Kleiner Perkins Caufield & Byers LLC&Drill=2014-2	Sutter Hill Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Sutter Hill Ventures&Drill=2014-2	Tenaya Capital, Inc.	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Tenaya Capital, Inc.&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
416	Institute For Corporate Productivity Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Institute For Corporate Productivity Inc	Seattle, WA 98104	Northwest	www.i4cp.com		$300,000	7	Later Stage	Business Products and Services	Operates as a research organization focused on workforce productivity.	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
417	Intarcia Therapeutics Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Intarcia Therapeutics Inc	Boston, MA 02210	New England	www.intarcia.com		$200,000,200	11	Later Stage	Biotechnology	Intarcia Therapeutics, Inc. is a biopharmaceutical company.	Farallon Capital Management LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Farallon Capital Management LLC&Drill=2014-2	Foresite Capital Management LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Foresite Capital Management LLC&Drill=2014-2	Franklin Templeton Services Inc	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Franklin Templeton Services Inc&Drill=2014-2	New Leaf Venture Partners LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=New Leaf Venture Partners LLC&Drill=2014-2	Quilvest USA Inc	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Quilvest USA Inc&Drill=2014-2	RA Capital Management LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=RA Capital Management LLC&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
418	Integra Employer Health	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Integra Employer Health	Charlotte, NC 28227	Southeast	www.integrahealth.com		$0	1	Later Stage	Healthcare Services	Integra Employer Health provides health services.	Oak Investment Partners	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Oak Investment Partners&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
419	Integrated Diagnostics Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Integrated Diagnostics Inc	Seattle, WA 98109	Northwest	www.indidx.com		$31,715,200	4	Expansion	Medical Devices and Equipment	Integrated Diagnostics, Inc. develops diagnostic and measurement technology	Baird Capital Partners	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Baird Capital Partners&Drill=2014-2	InterWest Partners LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=InterWest Partners LLC&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
420	Integrated Micro-Chromatography Systems LLC	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Integrated Micro-Chromatography Systems LLC	Columbia, SC 29201	Southeast	www.imcstips.com		$0	1	Early Stage	Biotechnology	Integrated micro-chromatography systems, LLC is a biotechnology company.	SCRA Technology Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=SCRA Technology Ventures&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
421	Intellisist Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Intellisist Inc	Seattle, WA 98101	Northwest	www.spoken.com		$7,186,000	5	Later Stage	Software	Intellisist Inc provides an enterprise cloud platform for contact centers.	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
422	InternMatch Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=InternMatch Inc	San Francisco, CA 94107	Silicon Valley	www.internmatch.com		$910,000	4	Expansion	Media and Entertainment	Provides online service which helps connect college students with employers	Subtraction Capital	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Subtraction Capital&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
423	Interview Street Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Interview Street Inc	Palo Alto, CA 94301	Silicon Valley	www.hackerrank.com		$9,200,100	3	Early Stage	Software	Offers a platform for conducting mock interviews for recruitment.	Battery Ventures LP	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Battery Ventures LP&Drill=2014-2	Khosla Ventures LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Khosla Ventures LLC&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
424	Intigua Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Intigua Inc	Newton, MA 02459	New England	www.intigua.com		$0	3	Expansion	Software	Intigua, Inc. operates as an enterprise cloud management company.	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
425	Intuity Medical Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Intuity Medical Inc	Sunnyvale, CA 94085	Silicon Valley	www.presspogo.com		$4,500,000	12	Later Stage	Medical Devices and Equipment	Develops therapeutic medical devices to monitor blood glucose levels.	Accuitive Medical Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Accuitive Medical Ventures&Drill=2014-2	Investor Growth Capital Inc	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Investor Growth Capital Inc&Drill=2014-2	Thomas Mcnerney and Partners LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Thomas Mcnerney and Partners LLC&Drill=2014-2	U.S. Venture Partners	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=U.S. Venture Partners&Drill=2014-2	Venrock, Inc.	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Venrock, Inc.&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
426	Invaluable LLC	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Invaluable LLC	Allston, MA 02134	New England	www.invaluable.com		$33,750,000	2	Later Stage	Consumer Products and Services	Invaluable LLC owns and operates an online auction marketplace.	Ascent Venture Partners	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Ascent Venture Partners&Drill=2014-2	Commonwealth Capital Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Commonwealth Capital Ventures&Drill=2014-2	Insight Venture Partners LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Insight Venture Partners LLC&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
427	Invisionheart Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Invisionheart Inc	Nashville, TN 37204	Southeast	www.invisionheart.com		$1,897,100	1	Startup/Seed	Medical Devices and Equipment	Mobile hardware cloud system allows for capture and review cardiac data.	Martin Companies LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Martin Companies LLC&Drill=2014-2	Mountain Group Capital LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Mountain Group Capital LLC&Drill=2014-2	NueCura Partners LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=NueCura Partners LLC&Drill=2014-2	TriStar Technology Ventures LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=TriStar Technology Ventures LLC&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
428	Ioxus Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Ioxus Inc	Oneonta, NY 13820	Upstate NY	www.ioxus.com		$5,000,000	4	Expansion	Electronics/Instrumentation	Manufactures ultracapacitor technology for transportation applications.	International Finance Corp	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=International Finance Corp&Drill=2014-2	The Westly Group LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=The Westly Group LLC&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
429	iRhythm Technologies Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=iRhythm Technologies Inc	San Francisco, CA 94103	Silicon Valley	www.irhythmtech.com		$17,343,000	11	Expansion	Medical Devices and Equipment	Engages in the management of cardiac arrhythmia information.	Norwest Venture Partners	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Norwest Venture Partners&Drill=2014-2	Novo A/S	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Novo A/S&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
430	ItsOn Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=ItsOn Inc	Redwood City, CA 94065	Silicon Valley	itsoninc.com		$12,878,000	2	Early Stage	Software	ItsOn Inc. offers telecommunications services.	Andreessen Horowitz LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Andreessen Horowitz LLC&Drill=2014-2	Silver Lake Partners LP	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Silver Lake Partners LP&Drill=2014-2	Tenaya Capital, Inc.	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Tenaya Capital, Inc.&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
431	Ittavi Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Ittavi Inc	Santa Clara, CA 95054	Silicon Valley	www.supportpay.com		$1,099,700	1	Early Stage	Software	Provides an automated online child support payment platform.	Aspect Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Aspect Ventures&Drill=2014-2	Draper Fisher Jurvetson International Inc	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Draper Fisher Jurvetson International Inc&Drill=2014-2	RPM Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=RPM Ventures&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
432	Jaguar Animal Health Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Jaguar Animal Health Inc	San Francisco, CA 94107	Silicon Valley	jaguaranimalhealth.com		$4,777,000	2	Early Stage	Biotechnology	Jaguar Animal Health Inc provides health solutions to all animals.	Bioveda China Fund	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Bioveda China Fund&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
433	Jaunt Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Jaunt Inc	Palo Alto, CA 94301	Silicon Valley	www.jauntvr.com		$6,800,000	1	Early Stage	Software	Provides an immersive media format for virtual reality (VR) applications.	Redpoint Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Redpoint Ventures&Drill=2014-2	SV Angel II Q LP	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=SV Angel II Q LP&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
434	JIBE, Inc.	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=JIBE, Inc.	New York, NY 10011	NY Metro	www.jibe.com		$20,000,000	4	Expansion	Media and Entertainment	JIBE, Inc. operates a job search portal.	Draper Fisher Jurvetson Gotham Venture Partners	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Draper Fisher Jurvetson Gotham Venture Partners&Drill=2014-2	Draper Fisher Jurvetson International Inc	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Draper Fisher Jurvetson International Inc&Drill=2014-2	Longworth Venture Partners, L.P.	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Longworth Venture Partners, L.P.&Drill=2014-2	Polaris Partners	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Polaris Partners&Drill=2014-2	SAP Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=SAP Ventures&Drill=2014-2	Thrive Capital Partners LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Thrive Capital Partners LLC&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
435	Job Planet	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Job Planet	Menlo Park, CA 94025	Silicon Valley	unknown		$0	1	Early Stage	Business Products and Services	Job Planet provides business services.	Altos Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Altos Ventures&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
436	Jobaline Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Jobaline Inc	Kirkland, WA 98033	Northwest	jobaline.com		$7,000,000	3	Early Stage	Media and Entertainment	Jobaline Inc operates as a bilingual, mobile-first jobs marketplace.	Founders Co op	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Founders Co op&Drill=2014-2	Madrona Venture Group LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Madrona Venture Group LLC&Drill=2014-2	Trilogy Equity Partners Llc	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Trilogy Equity Partners Llc&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
437	Jukin Media Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Jukin Media Inc	Los Angeles, CA 90016	LA/Orange County	jukinmedia.com		$1,000,000	1	Expansion	Telecommunications	Operates a global viral video entertainment network on YouTube.	Bertelsmann Digital Media Investments	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Bertelsmann Digital Media Investments&Drill=2014-2	Launchpad LA Inc	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Launchpad LA Inc&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
438	Julep Beauty Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Julep Beauty Inc	Seattle, WA 98109	Northwest	www.julep.com		$29,999,900	4	Later Stage	Consumer Products and Services	Julep Beauty Inc is a United States-based nail salon operator.	Altimeter Capital Management LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Altimeter Capital Management LLC&Drill=2014-2	Andreessen Horowitz LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Andreessen Horowitz LLC&Drill=2014-2	Azure Capital Partners Inc	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Azure Capital Partners Inc&Drill=2014-2	Madrona Venture Group LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Madrona Venture Group LLC&Drill=2014-2	Maveron LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Maveron LLC&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
439	Juno Therapeutics Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Juno Therapeutics Inc	Seattle, WA 98109	Northwest	www.junotherapeutics.com		$28,424,000	4	Early Stage	Biotechnology	Juno Therapeutics Inc develops cancer immunotherapy products.	Arch Venture Partners LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Arch Venture Partners LLC&Drill=2014-2	Bezos Expeditions	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Bezos Expeditions&Drill=2014-2	Venrock, Inc.	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Venrock, Inc.&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
440	Kahuna Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Kahuna Inc	Palo Alto, CA 94301	Silicon Valley	www.usekahuna.com		$278,000	3	Early Stage	Software	Kahuna Inc provides mobile marketing automation solutions.	Sequoia Capital	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Sequoia Capital&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
441	Kala Pharmaceuticals Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Kala Pharmaceuticals Inc	South Waltham, MA 02453	New England	www.kalarx.com		$22,500,000	6	Early Stage	Biotechnology	Develops therapies to treat diseases of mucosal tissues.	Lux Capital	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Lux Capital&Drill=2014-2	Polaris Partners	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Polaris Partners&Drill=2014-2	Third Rock Ventures LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Third Rock Ventures LLC&Drill=2014-2	Ysios Capital Partners SGECR SA	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Ysios Capital Partners SGECR SA&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
442	Kalila Medical Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Kalila Medical Inc	Campbell, CA 95008	Silicon Valley	www.kalilamedical.com		$0	1	Expansion	Medical Devices and Equipment	Kalila Medical Inc (Kalila) is a medical device company.	Merieux Developpement SAS	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Merieux Developpement SAS&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
443	Kamcord Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Kamcord Inc	San Francisco, CA 94104	Silicon Valley	kamcord.com		$10,270,000	3	Early Stage	Software	Develops mobile gameplay recording and sharing technology.	Innovation Works	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Innovation Works&Drill=2014-2	SV Angel II Q LP	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=SV Angel II Q LP&Drill=2014-2	Translink Capital Partners	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Translink Capital Partners&Drill=2014-2	XG Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=XG Ventures&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
444	KeyMe Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=KeyMe Inc	Long Island City, NY 11101	NY Metro	www.key.me		$7,800,000	2	Early Stage	Software	KeyMe, Inc. provides an application that copies keys.	7 Ventures LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=7 Ventures LLC&Drill=2014-2	Battery Ventures LP	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Battery Ventures LP&Drill=2014-2	Whitestar Capital Ltd	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Whitestar Capital Ltd&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
445	Kiip Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Kiip Inc	San Francisco, CA 94107	Silicon Valley	www.kiip.me		$4,285,000	5	Early Stage	IT Services	Kiip Inc. is a mobile advertising company.	Hummer Winblad Venture Partner	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Hummer Winblad Venture Partner&Drill=2014-2	True Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=True Ventures&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
446	KIMBIA INC	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=KIMBIA INC	Austin, TX 78702	Texas	www.kimbia.com		$675,000	2	Expansion	Software	KIMBIA, Inc. provides online fundraising and event management tools.	S3 Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=S3 Ventures&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
447	Kinematics Manufacturing Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Kinematics Manufacturing Inc	Phoenix, AZ 85027	SouthWest	www.kinematicsmfg.com		$0	1	Later Stage	Industrial/Energy	Manufactures hourglass slewing drives and double-enveloping worm gear sets.	Angeleno Group Investors LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Angeleno Group Investors LLC&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
448	Kinetic Social	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Kinetic Social	New York, NY 10018	NY Metro	www.kineticsocial.com		$18,000,000	2	Early Stage	IT Services	Kinetic Social operates as social advertising delivery platform.	Blue Chip Venture Co	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Blue Chip Venture Co&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
449	Knoa Software Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Knoa Software Inc	New York, NY 10003	NY Metro	www.knoa.com		$5,063,000	9	Later Stage	IT Services	Knoa Software, Inc. provides end-user management software.	Advantage Capital Partners	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Advantage Capital Partners&Drill=2014-2	Ascent Venture Partners	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Ascent Venture Partners&Drill=2014-2	FA Technology Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=FA Technology Ventures&Drill=2014-2	Gefinor Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Gefinor Ventures&Drill=2014-2	Rand Capital Corporation	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Rand Capital Corporation&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
