143	Cariloop Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Cariloop Inc	Richardson, TX 75080	Texas	www.cariloop.com		$400,000	1	Early Stage	Media and Entertainment	Help people answer questions they didnt know to ask and connects them.	Green Park & Golf Ventures LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Green Park & Golf Ventures LLC&Drill=2014-2	Health Wildcatters	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Health Wildcatters&Drill=2014-2	LaSalle Capital	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=LaSalle Capital&Drill=2014-2	Silverado Interests	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Silverado Interests&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
144	Carmell Therapeutics Corp	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Carmell Therapeutics Corp	Pittsburgh, PA 15213	Midwest	www.carmellrx.com		$311,000	5	Expansion	Biotechnology	Carmell Therapeutics is a United States-based medical devices company.	Pittsburgh Lifesciences Greenhouse	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Pittsburgh Lifesciences Greenhouse&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
145	Carrot Medical LLC	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Carrot Medical LLC	Bothell, WA 98021	Northwest	carrotmedical.com		$160,000	3	Later Stage	Medical Devices and Equipment	Offers medical data integration and management solutions for labs.	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
146	CarSavvy Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=CarSavvy Inc	Los Altos, CA 94022	Silicon Valley	carsavvy.com		$5,000,100	1	Early Stage	Media and Entertainment	CarSavvy, Inc. offers peer-to-peer marketplace for used cars.	Redpoint Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Redpoint Ventures&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
147	Caspida Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Caspida Inc	Palo Alto, CA 94303	Silicon Valley	www.caspida.com		$200,000	2	Startup/Seed	Software	Caspida Inc develops cyber security solutions.	Redpoint Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Redpoint Ventures&Drill=2014-2	True Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=True Ventures&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
148	Catalyst Biosciences Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Catalyst Biosciences Inc	South San Francisco, CA 94080	Silicon Valley	www.catalystbiosciences.com		$5,010,000	13	Later Stage	Biotechnology	Develops and engineers therapeutic protease products.	Essex Woodlands Health Ventures Inc	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Essex Woodlands Health Ventures Inc&Drill=2014-2	Morgenthaler Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Morgenthaler Ventures&Drill=2014-2	Sofinnova Ventures Inc	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Sofinnova Ventures Inc&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
149	Caviar Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Caviar Inc	San Francisco, CA 94103	Silicon Valley	www.caviarinc.com		$13,000,000	1	Early Stage	Consumer Products and Services	Offers restaurants a delivery solution.	Tiger Global Management LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Tiger Global Management LLC&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
150	Cenexys Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Cenexys Inc	San Francisco, CA 94158	Silicon Valley	unknown		$1,000	4	Early Stage	Biotechnology	Engages in pharmaceutical drug development services and research.	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
151	Centric Software Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Centric Software Inc	Los Gatos, CA 95032	Silicon Valley	www.centricsoftware.com		$12,000,000	13	Later Stage	Software	Centric Software, Inc. develops enterprise applications solutions.	Boston Capital Ventures LP	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Boston Capital Ventures LP&Drill=2014-2	Masthead Venture Partners	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Masthead Venture Partners&Drill=2014-2	Oak Investment Partners	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Oak Investment Partners&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
152	Centrify Corporation	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Centrify Corporation	Santa Clara, CA 95054	Silicon Valley	www.centrify.com		$42,000,000	5	Later Stage	Software	Centrify Corporation provides identity services solutions.	DOCOMO Capital Inc	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=DOCOMO Capital Inc&Drill=2014-2	Samsung Venture Investment Corp	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Samsung Venture Investment Corp&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
153	Certes Networks Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Certes Networks Inc	Coraopolis, PA 15108	Midwest	www.certesnetworks.com		$1,680,000	11	Later Stage	Software	Certes Networks, Inc. provides encryption security solutions.	Adams Capital Management L P	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Adams Capital Management L P&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
154	Cervel Neurotech Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Cervel Neurotech Inc	Redwood City, CA 94063	Silicon Valley	www.cervel.com		$850,000	3	Expansion	Medical Devices and Equipment	Cervel Neurotech Inc is a medical device company.	Aberdare Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Aberdare Ventures&Drill=2014-2	D E Shaw & Co LP	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=D E Shaw & Co LP&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
155	Ceterix Orthopaedics Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Ceterix Orthopaedics Inc	Menlo Park, CA 94025	Silicon Valley	www.ceterix.com		$18,000,000	3	Early Stage	Medical Devices and Equipment	Ceterix Orthopaedics Inc develops surgical tools for arthroscopic procedure	5AM Venture Management LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=5AM Venture Management LLC&Drill=2014-2	Novo A/S	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Novo A/S&Drill=2014-2	Versant Ventures, Inc.	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Versant Ventures, Inc.&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
156	Chairish Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Chairish Inc	San Francisco, CA 94123	Silicon Valley	shop.chairish.com		$5,475,000	3	Early Stage	Consumer Products and Services	Chairish, Inc. is an online furniture marketplace.	Azure Capital Partners Inc	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Azure Capital Partners Inc&Drill=2014-2	OReilly AlphaTech Ventures LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=OReilly AlphaTech Ventures LLC&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
157	Change Healthcare Corp	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Change Healthcare Corp	Brentwood, TN 37027	Southeast	www.changehealthcare.com		$12,000,000	6	Expansion	Software	Operates in consumer engagement and cost transparency in healthcare.	HLM Venture Partners	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=HLM Venture Partners&Drill=2014-2	Moseley-Kelly-French Corp	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Moseley-Kelly-French Corp&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
158	ChargePoint Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=ChargePoint Inc	Campbell, CA 95008	Silicon Valley	www.coulombtech.com		$22,605,000	10	Expansion	Industrial/Energy	ChargePoint Inc operates an open electric vehicle (EV) charging network.	BMW i Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=BMW i Ventures&Drill=2014-2	Braemar Energy Ventures II LP	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Braemar Energy Ventures II LP&Drill=2014-2	Kleiner Perkins Caufield & Byers LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Kleiner Perkins Caufield & Byers LLC&Drill=2014-2	Rho Capital Partners Inc	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Rho Capital Partners Inc&Drill=2014-2	Siemens Venture Capital GmbH	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Siemens Venture Capital GmbH&Drill=2014-2	Voyager Capital LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Voyager Capital LLC&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
159	Chartbeat Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Chartbeat Inc	New York, NY 10003	NY Metro	www.chartbeat.com		$3,099,800	3	Expansion	Software	Chartbeat Inc provides real-time analytics services.	Draper Fisher Jurvetson International Inc	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Draper Fisher Jurvetson International Inc&Drill=2014-2	Freestyle Capital	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Freestyle Capital&Drill=2014-2	Index Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Index Ventures&Drill=2014-2	LAUNCH Fund	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=LAUNCH Fund&Drill=2014-2	Lerer Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Lerer Ventures&Drill=2014-2	Lowercase Capital LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Lowercase Capital LLC&Drill=2014-2	Softtech VC Inc	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Softtech VC Inc&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data
160	Chase Pharmaceuticals Corp	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Chase Pharmaceuticals Corp	Washington, DC 20006	DC/Metroplex	www.chasepharmaceuticals.com		$21,000,000	1	Early Stage	Biotechnology	Chase Pharmaceuticals Corp is a drug development company.	Cipla Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Cipla Ventures&Drill=2014-2	Edmond de Rothschild Investment Partners SAS	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Edmond de Rothschild Investment Partners SAS&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
161	Cheetah Medical Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Cheetah Medical Inc	Newton, MA 02459	New England	www.cheetah-medical.com		$5,000,000	6	Later Stage	Medical Devices and Equipment	Develops non-invasive cardiac output and hemodynamic monitoring systems.	Highcape Partners LP	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Highcape Partners LP&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
162	Cheggin Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Cheggin Inc	Austin, TX 73301	Texas	www.cheggin.com		$25,000	1	Early Stage	Software	Cheggin Inc (Cheggin) is a United States-based software company.	DreamIt Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=DreamIt Ventures&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
163	Chequed.com Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Chequed.com Inc	Saratoga Springs, NY 12866	Upstate NY	www.chequed.com		$735,000	5	Expansion	Software	Chequed.com Inc provides predictive employee selection technology.	Cayuga Venture Fund	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Cayuga Venture Fund&Drill=2014-2	Rand Capital Corporation	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Rand Capital Corporation&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
164	Chloe and Isabel Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Chloe and Isabel Inc	New York, NY 10013	NY Metro	www.chloeandisabel.com		$15,000,000	4	Expansion	Retailing/Distribution	Chloe and Isabel operates as an online retailer of hand-crafted jewelry.	First Round Capital	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=First Round Capital&Drill=2014-2	Floodgate Fund, L.P.	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Floodgate Fund, L.P.&Drill=2014-2	Forerunner Ventures LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Forerunner Ventures LLC&Drill=2014-2	General Catalyst Partners LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=General Catalyst Partners LLC&Drill=2014-2	Softbank Capital Partners L P	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Softbank Capital Partners L P&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
165	Chronix Biomedical Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Chronix Biomedical Inc	San Jose, CA 95138	Silicon Valley	www.chronixbiomedical.com		$3,329,000	5	Later Stage	Biotechnology	Offers approach to the diagnosis, management of a range of cancers.	Prairiegold Venture Partners	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Prairiegold Venture Partners&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
166	Chrono Therapeutics Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Chrono Therapeutics Inc	North Waltham, MA 02451	New England	www.chronodose.com		$13,281,900	1	Later Stage	Medical Devices and Equipment	Chrono Therapeutics Inc (CHRONO) is a specialty pharmaceutical company.	5AM Venture Management LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=5AM Venture Management LLC&Drill=2014-2	Canaan Partners	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Canaan Partners&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
167	Cidara Therapeutics Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Cidara Therapeutics Inc	San Diego, CA 92121	San Diego	www.cidara.com		$31,999,900	5	Early Stage	Biotechnology	Cidara Therapeutics, Inc is a United States-based biopharmaceutical company	5AM Venture Management LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=5AM Venture Management LLC&Drill=2014-2	Aisling Capital LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Aisling Capital LLC&Drill=2014-2	Frazier Management LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Frazier Management LLC&Drill=2014-2	InterWest Partners LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=InterWest Partners LLC&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
168	CityScan Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=CityScan Inc	Chicago, IL 60654	Midwest	www.cityscan.com		$2,297,000	2	Early Stage	Software	CityScan, Inc. is a venture-backed software company.	Serra Ventures LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Serra Ventures LLC&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
169	Clari Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Clari Inc	Mountain View, CA 94041	Silicon Valley	www.clari.com		$26,000,100	1	Early Stage	Software	Clari Inc provides mobile sales productivity platform..	Bain Capital Venture Partners LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Bain Capital Venture Partners LLC&Drill=2014-2	Northgate Capital LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Northgate Capital LLC&Drill=2014-2	Sequoia Capital	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Sequoia Capital&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
170	Clariture Health Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Clariture Health Inc	Nashville, TN 37215	Southeast	www.clariturehealth.com		$1,000,000	2	Early Stage	IT Services	Provides healthcare marketing platform.	Martin Companies LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Martin Companies LLC&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
171	Clarizen Ltd	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Clarizen Ltd	San Mateo, CA 94403	Silicon Valley	www.clarizen.com		$34,999,800	5	Later Stage	Software	Provides work collaboration and project management software.	Benchmark Capital Management Gesellschaft MBH In Liqu	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Benchmark Capital Management Gesellschaft MBH In Liqu&Drill=2014-2	Carmel Ventures Fund	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Carmel Ventures Fund&Drill=2014-2	Duff Ackerman & Goodrich LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Duff Ackerman & Goodrich LLC&Drill=2014-2	Goldman Sachs & Co	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Goldman Sachs & Co&Drill=2014-2	Opus Capital	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Opus Capital&Drill=2014-2	Vintage Venture Partners Iv (Cayman) LP	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Vintage Venture Partners Iv (Cayman) LP&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
172	ClearCare Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=ClearCare Inc	San Francisco, CA 94109	Silicon Valley	clearcareonline.com		$10,999,800	2	Expansion	Software	ClearCare Inc. is a software company.	Bessemer Venture Partners, L.P.	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Bessemer Venture Partners, L.P.&Drill=2014-2	Harbor Pacific Capital LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Harbor Pacific Capital LLC&Drill=2014-2	Qualcomm Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Qualcomm Ventures&Drill=2014-2	Voyager Capital LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Voyager Capital LLC&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
173	Cloud 9 Counseling Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Cloud 9 Counseling Inc	Dallas, TX 75241	Texas	www.cloud9counseling.com		$140,000	1	Early Stage	Software	Cloud 9 Counseling Inc offers a medical counseling software.	Health Wildcatters	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Health Wildcatters&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
174	Cloud Elements LLC	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Cloud Elements LLC	Denver, CO 80204	Colorado	www.cloud-elements.com		$3,099,900	1	Early Stage	Software	Offers a cloud API integration and aggregation service.	Galvanize Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Galvanize Ventures&Drill=2014-2	Grotech Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Grotech Ventures&Drill=2014-2	Icon Venture Partners LP	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Icon Venture Partners LP&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
175	Cloud Physics Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Cloud Physics Inc	Mountain View, CA 94040	Silicon Valley	www.cloudphysics.com		$15,000,000	3	Early Stage	Software	Provides big-data analytics solution for managing IT environments.	Jafco Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Jafco Ventures&Drill=2014-2	Kleiner Perkins Caufield & Byers LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Kleiner Perkins Caufield & Byers LLC&Drill=2014-2	Mayfield Fund	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Mayfield Fund&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
176	Cloudgenix Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Cloudgenix Inc	Santa Clara, CA 95054	Silicon Valley	www.cloudgenix.com		$9,000,000	1	Early Stage	Software	Cloudgenix Inc is a United States-based networking company.	Charles River Ventures Inc	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Charles River Ventures Inc&Drill=2014-2	Mayfield Fund	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Mayfield Fund&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
177	CloudHealth Technologies Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=CloudHealth Technologies Inc	Boston, MA 02132	New England	www.cloudhealthtech.com		$3,200,000	2	Early Stage	Software	Provider of software as a service (SaaS) software.	Point 406 Ventures LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Point 406 Ventures LLC&Drill=2014-2	Sigma Prime Ventures LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Sigma Prime Ventures LLC&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
178	Cobra Stylet LLC	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Cobra Stylet LLC	Louisville, KY 40204	Midwest	www.cobraintroducer.com		$15,000	2	Early Stage	Medical Devices and Equipment	Cobra Stylet LLC operates as medical device company.	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
179	Code-N Technology Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Code-N Technology Inc	Menlo Park, CA 94025	Silicon Valley	www.code-n.com		$175,000	2	Early Stage	Software	Code-N Technology Inc is a cloud computing company.	Lambda Fund Management	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Lambda Fund Management&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
180	Cody Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Cody Inc	Seattle, WA 98112	Northwest	www.codyapp.com		$0	1	Early Stage	Media and Entertainment	Cody Inc. offers and sells online fitness videos.	Scout Ventures LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Scout Ventures LLC&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
181	Cognuse Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Cognuse Inc	San Diego, CA 92121	San Diego	www.cognuse.com		$25,000	1	Early Stage	Software	Produces and manufactures systems and devices for cognitive rehabilitation.	DreamIt Ventures	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=DreamIt Ventures&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
182	Coherent Path Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Coherent Path Inc	Arlington, MA 02474	New England	www.coherentpath.com		$6,250,000	1	Expansion	Software	Delivers personalization and predictive analytics solutions.	BOLDstart Ventures Management LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=BOLDstart Ventures Management LLC&Drill=2014-2	Commonangels	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Commonangels&Drill=2014-2	Dunnhumby	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Dunnhumby&Drill=2014-2	Grandbanks Capital	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Grandbanks Capital&Drill=2014-2	Sigma Prime Ventures LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Sigma Prime Ventures LLC&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
183	Coherus Biosciences Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Coherus Biosciences Inc										No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
184	Colabo Inc	https://www.pwcmoneytree.com/SingleEntry/singleComp?compName=Colabo Inc	San Carlos, CA 94070	Silicon Valley	colabo.com		$1,500,000	1	Expansion	Software	Colabo Inc provides intelligent sales acceleration solutions.	Hive LLC	https://www.pwcmoneytree.com/SingleEntry/singleFirm?firmName=Hive LLC&Drill=2014-2	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
