Mobile Name	url	url	wallpapers	ringtones	size
i-mate	http://www.zedge.net/phone-index/21/i-mate/	http://www.zedge.net/phone-index/21-1075/i-mate/i-mate-jam-black/	http://www.zedge.net/wallpapers/1075/i-mate-jam-black-wallpapers/	http://www.zedge.net/ringtones/1075/i-mate-jam-black-ringtones/	108 x 58 x 18 mm
i-mate	http://www.zedge.net/phone-index/21/i-mate/	http://www.zedge.net/phone-index/21-450/i-mate/i-mate-sp3i/	http://www.zedge.net/wallpapers/450/i-mate-sp3i-wallpapers/	http://www.zedge.net/themes/450/i-mate-sp3i-themes/	107 x 44 x 18 mm
i-mate	http://www.zedge.net/phone-index/21/i-mate/	http://www.zedge.net/phone-index/21-449/i-mate/i-mate-sp3/	http://www.zedge.net/wallpapers/449/i-mate-sp3-wallpapers/	http://www.zedge.net/themes/449/i-mate-sp3-themes/	107 x 46 x 17 mm
i-mate	http://www.zedge.net/phone-index/21/i-mate/	http://www.zedge.net/phone-index/21-448/i-mate/i-mate-smartphone2/	http://www.zedge.net/wallpapers/448/i-mate-smartphone2-wallpapers/	http://www.zedge.net/themes/448/i-mate-smartphone2-themes/	120 x 50 x 23 mm
i-mate	http://www.zedge.net/phone-index/21/i-mate/	http://www.zedge.net/phone-index/21-447/i-mate/i-mate-smartphone/	http://www.zedge.net/wallpapers/447/i-mate-smartphone-wallpapers/	http://www.zedge.net/themes/447/i-mate-smartphone-themes/	120 x 50 x 23 mm
i-mate	http://www.zedge.net/phone-index/21/i-mate/	http://www.zedge.net/phone-index/21-446/i-mate/i-mate-pocket-pc/	http://www.zedge.net/wallpapers/446/i-mate-pocket-pc-wallpapers/	http://www.zedge.net/ringtones/446/i-mate-pocket-pc-ringtones/	130 x 70 x 18 mm
i-mate	http://www.zedge.net/phone-index/21/i-mate/	http://www.zedge.net/phone-index/21-445/i-mate/i-mate-pda2k/	http://www.zedge.net/wallpapers/445/i-mate-pda2k-wallpapers/	http://www.zedge.net/ringtones/445/i-mate-pda2k-ringtones/	125 x 71 x 18 mm
i-mate	http://www.zedge.net/phone-index/21/i-mate/	http://www.zedge.net/phone-index/21-444/i-mate/i-mate-jam/	http://www.zedge.net/wallpapers/444/i-mate-jam-wallpapers/	http://www.zedge.net/ringtones/444/i-mate-jam-ringtones/	108 x 58 x 18 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-4111/i-mobile/i-mobile-i858/	http://www.zedge.net/wallpapers/4111/i-mobile-i858-wallpapers/	http://www.zedge.net/ringtones/4111/i-mobile-i858-ringtones/	120 x 67 x 12 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-4110/i-mobile/i-mobile-hitz-2206/	http://www.zedge.net/wallpapers/4110/i-mobile-hitz-2206-wallpapers/	http://www.zedge.net/ringtones/4110/i-mobile-hitz-2206-ringtones/	110 x 59 x 13 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-4109/i-mobile/i-mobile-8500/	http://www.zedge.net/wallpapers/4109/i-mobile-8500-wallpapers/	http://www.zedge.net/ringtones/4109/i-mobile-8500-ringtones/	112 x 56 x 14 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-4108/i-mobile/i-mobile-5230/	http://www.zedge.net/wallpapers/4108/i-mobile-5230-wallpapers/	http://www.zedge.net/ringtones/4108/i-mobile-5230-ringtones/	116 x 58 x 14 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-4107/i-mobile/i-mobile-5220/	http://www.zedge.net/wallpapers/4107/i-mobile-5220-wallpapers/	http://www.zedge.net/ringtones/4107/i-mobile-5220-ringtones/	116 x 52 x 13 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-3560/i-mobile/i-mobile-tv658-touch&move/	http://www.zedge.net/wallpapers/3560/i-mobile-tv658-touch&move-wallpapers/	http://www.zedge.net/ringtones/3560/i-mobile-tv658-touch&move-ringtones/	111 x 56 x 13 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-3559/i-mobile/i-mobile-hitz-212/	http://www.zedge.net/wallpapers/3559/i-mobile-hitz-212-wallpapers/	http://www.zedge.net/ringtones/3559/i-mobile-hitz-212-ringtones/	105 x 46 x 13 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-3558/i-mobile/i-mobile-hitz-210/	http://www.zedge.net/wallpapers/3558/i-mobile-hitz-210-wallpapers/	http://www.zedge.net/ringtones/3558/i-mobile-hitz-210-ringtones/	112 x 49 x 12 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-3347/i-mobile/i-mobile-tv650-touch/	http://www.zedge.net/wallpapers/3347/i-mobile-tv650-touch-wallpapers/	http://www.zedge.net/ringtones/3347/i-mobile-tv650-touch-ringtones/	110 x 55 x 13 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-3346/i-mobile/i-mobile-tv550-touch/	http://www.zedge.net/wallpapers/3346/i-mobile-tv550-touch-wallpapers/	http://www.zedge.net/ringtones/3346/i-mobile-tv550-touch-ringtones/	108 x 52 x 14 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-3345/i-mobile/i-mobile-tv-630/	http://www.zedge.net/wallpapers/3345/i-mobile-tv-630-wallpapers/	http://www.zedge.net/ringtones/3345/i-mobile-tv-630-ringtones/	115 x 52 x 13 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-3344/i-mobile/i-mobile-tv-628/	http://www.zedge.net/wallpapers/3344/i-mobile-tv-628-wallpapers/	http://www.zedge.net/ringtones/3344/i-mobile-tv-628-ringtones/	113 x 51 x 17 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-3343/i-mobile/i-mobile-tv-620/	http://www.zedge.net/wallpapers/3343/i-mobile-tv-620-wallpapers/	http://www.zedge.net/ringtones/3343/i-mobile-tv-620-ringtones/	114 x 51 x 14 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-3342/i-mobile/i-mobile-tv-536/	http://www.zedge.net/wallpapers/3342/i-mobile-tv-536-wallpapers/	http://www.zedge.net/ringtones/3342/i-mobile-tv-536-ringtones/	112 x 51 x 13 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-3341/i-mobile/i-mobile-hitz-232cg/	http://www.zedge.net/wallpapers/3341/i-mobile-hitz-232cg-wallpapers/	http://www.zedge.net/ringtones/3341/i-mobile-hitz-232cg-ringtones/	109 x 47 x 11 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-3340/i-mobile/i-mobile-638cg/	http://www.zedge.net/wallpapers/3340/i-mobile-638cg-wallpapers/	http://www.zedge.net/ringtones/3340/i-mobile-638cg-ringtones/	113 x 51 x 14 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-2887/i-mobile/i-mobile-625/	http://www.zedge.net/wallpapers/2887/i-mobile-625-wallpapers/	http://www.zedge.net/ringtones/2887/i-mobile-625-ringtones/	105 x 47 x 13 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-2886/i-mobile/i-mobile-318/	http://www.zedge.net/wallpapers/2886/i-mobile-318-wallpapers/	http://www.zedge.net/ringtones/2886/i-mobile-318-ringtones/	107 x 45 x 14 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-2885/i-mobile/i-mobile-201/	http://www.zedge.net/wallpapers/2885/i-mobile-201-wallpapers/	http://www.zedge.net/ringtones/2885/i-mobile-201-ringtones/	106 x 45 x 15 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-2884/i-mobile/i-mobile-101/	http://www.zedge.net/wallpapers/2884/i-mobile-101-wallpapers/	http://www.zedge.net/ringtones/2884/i-mobile-101-ringtones/	103 x 45 x 14 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-2883/i-mobile/i-mobile-315/	http://www.zedge.net/wallpapers/2883/i-mobile-315-wallpapers/	http://www.zedge.net/ringtones/2883/i-mobile-315-ringtones/	98 x 46 x 15 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-2882/i-mobile/i-mobile-510/	http://www.zedge.net/wallpapers/2882/i-mobile-510-wallpapers/	http://www.zedge.net/ringtones/2882/i-mobile-510-ringtones/	99 x 44 x 15 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-2881/i-mobile/i-mobile-518/	http://www.zedge.net/wallpapers/2881/i-mobile-518-wallpapers/	http://www.zedge.net/ringtones/2881/i-mobile-518-ringtones/	105 x 49 x 16 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-2880/i-mobile/i-mobile-520/	http://www.zedge.net/wallpapers/2880/i-mobile-520-wallpapers/	http://www.zedge.net/ringtones/2880/i-mobile-520-ringtones/	104 x 46 x 12 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-2879/i-mobile/i-mobile-613/	http://www.zedge.net/wallpapers/2879/i-mobile-613-wallpapers/	http://www.zedge.net/ringtones/2879/i-mobile-613-ringtones/	113 x 50 x 18 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-2878/i-mobile/i-mobile-903/	http://www.zedge.net/wallpapers/2878/i-mobile-903-wallpapers/	http://www.zedge.net/ringtones/2878/i-mobile-903-ringtones/	106 x 47 x 17 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-2877/i-mobile/i-mobile-902/	http://www.zedge.net/wallpapers/2877/i-mobile-902-wallpapers/	http://www.zedge.net/ringtones/2877/i-mobile-902-ringtones/	102 x 48 x 17 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-2876/i-mobile/i-mobile-tv-626/	http://www.zedge.net/wallpapers/2876/i-mobile-tv-626-wallpapers/	http://www.zedge.net/ringtones/2876/i-mobile-tv-626-ringtones/	113 x 50 x 15 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-2851/i-mobile/i-mobile-tv-535/	http://www.zedge.net/wallpapers/2851/i-mobile-tv-535-wallpapers/	http://www.zedge.net/ringtones/2851/i-mobile-tv-535-ringtones/	108 x 48 x 13 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-2850/i-mobile/i-mobile-tv-533/	http://www.zedge.net/wallpapers/2850/i-mobile-tv-533-wallpapers/	http://www.zedge.net/ringtones/2850/i-mobile-tv-533-ringtones/	112 x 50 x 14 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-2849/i-mobile/i-mobile-tv-530/	http://www.zedge.net/wallpapers/2849/i-mobile-tv-530-wallpapers/	http://www.zedge.net/ringtones/2849/i-mobile-tv-530-ringtones/	112 x 50 x 16 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-2848/i-mobile/i-mobile-627/	http://www.zedge.net/wallpapers/2848/i-mobile-627-wallpapers/	http://www.zedge.net/ringtones/2848/i-mobile-627-ringtones/	109 x 46 x 15 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-2847/i-mobile/i-mobile-320/	http://www.zedge.net/wallpapers/2847/i-mobile-320-wallpapers/	http://www.zedge.net/ringtones/2847/i-mobile-320-ringtones/	112 x 49 x 12 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-2846/i-mobile/i-mobile-202/	http://www.zedge.net/wallpapers/2846/i-mobile-202-wallpapers/	http://www.zedge.net/ringtones/2846/i-mobile-202-ringtones/	105 x 44 x 14 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-2643/i-mobile/i-mobile-523/	http://www.zedge.net/wallpapers/2643/i-mobile-523-wallpapers/	http://www.zedge.net/ringtones/2643/i-mobile-523-ringtones/	110 x 49 x 14 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-2642/i-mobile/i-mobile-522/	http://www.zedge.net/wallpapers/2642/i-mobile-522-wallpapers/	http://www.zedge.net/ringtones/2642/i-mobile-522-ringtones/	111 x 49 x 14 mm
i-mobile	http://www.zedge.net/phone-index/67/i-mobile/	http://www.zedge.net/phone-index/67-2641/i-mobile/i-mobile-319/	http://www.zedge.net/wallpapers/2641/i-mobile-319-wallpapers/	http://www.zedge.net/ringtones/2641/i-mobile-319-ringtones/	96 x 44 x 13 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-7008/icemobile/icemobile-apollo-touch-3g/	http://www.zedge.net/wallpapers/7008/icemobile-apollo-touch-3g-wallpapers/	http://www.zedge.net/ringtones/7008/icemobile-apollo-touch-3g-ringtones/	111 x 65 x 12 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-7007/icemobile/icemobile-apollo-3g/	http://www.zedge.net/wallpapers/7007/icemobile-apollo-3g-wallpapers/	http://www.zedge.net/ringtones/7007/icemobile-apollo-3g-ringtones/	111 x 65 x 12 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-6985/icemobile/icemobile-prime-4.5/	http://www.zedge.net/wallpapers/6985/icemobile-prime-4.5-wallpapers/	http://www.zedge.net/ringtones/6985/icemobile-prime-4.5-ringtones/	134 x 67 x 10 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-6984/icemobile/icemobile-g7-pro/	http://www.zedge.net/wallpapers/6984/icemobile-g7-pro-wallpapers/	http://www.zedge.net/ringtones/6984/icemobile-g7-pro-ringtones/	198 x 122 x 11 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-6983/icemobile/icemobile-g3/	http://www.zedge.net/wallpapers/6983/icemobile-g3-wallpapers/	http://www.zedge.net/ringtones/6983/icemobile-g3-ringtones/	194 x 117 x 10 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-6982/icemobile/icemobile-charm-ii/	http://www.zedge.net/wallpapers/6982/icemobile-charm-ii-wallpapers/	http://www.zedge.net/ringtones/6982/icemobile-charm-ii-ringtones/	100 x 49 x 17 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-6888/icemobile/icemobile-sol-iii/	http://www.zedge.net/wallpapers/6888/icemobile-sol-iii-wallpapers/	http://www.zedge.net/ringtones/6888/icemobile-sol-iii-ringtones/	128 x 69 x 10 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-6887/icemobile/icemobile-hydro/	http://www.zedge.net/wallpapers/6887/icemobile-hydro-wallpapers/	http://www.zedge.net/ringtones/6887/icemobile-hydro-ringtones/	114 x 54 x 12 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-6886/icemobile/icemobile-gravity-pro/	http://www.zedge.net/wallpapers/6886/icemobile-gravity-pro-wallpapers/	http://www.zedge.net/ringtones/6886/icemobile-gravity-pro-ringtones/	140 x 76 x 18 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-6885/icemobile/icemobile-g10/	http://www.zedge.net/wallpapers/6885/icemobile-g10-wallpapers/	http://www.zedge.net/ringtones/6885/icemobile-g10-ringtones/	246 x 175 x 10 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-6762/icemobile/icemobile-rock-bold/	http://www.zedge.net/wallpapers/6762/icemobile-rock-bold-wallpapers/	http://www.zedge.net/ringtones/6762/icemobile-rock-bold-ringtones/	103 x 45 x 15 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-6761/icemobile/icemobile-g2/	http://www.zedge.net/wallpapers/6761/icemobile-g2-wallpapers/	http://www.zedge.net/ringtones/6761/icemobile-g2-ringtones/	195 x 124 x 10 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-6595/icemobile/icemobile-gprime-extreme/	http://www.zedge.net/wallpapers/6595/icemobile-gprime-extreme-wallpapers/	http://www.zedge.net/ringtones/6595/icemobile-gprime-extreme-ringtones/	143 x 73 x 10 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-6461/icemobile/icemobile-g7/	http://www.zedge.net/wallpapers/6461/icemobile-g7-wallpapers/	http://www.zedge.net/ringtones/6461/icemobile-g7-ringtones/	195 x 124 x 10 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-6460/icemobile/icemobile-g5/	http://www.zedge.net/wallpapers/6460/icemobile-g5-wallpapers/	http://www.zedge.net/ringtones/6460/icemobile-g5-ringtones/	123 x 197 x 11 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-6133/icemobile/icemobile-tropical-3/	http://www.zedge.net/wallpapers/6133/icemobile-tropical-3-wallpapers/	http://www.zedge.net/ringtones/6133/icemobile-tropical-3-ringtones/	103 x 55 x 13 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-6132/icemobile/icemobile-quattro/	http://www.zedge.net/wallpapers/6132/icemobile-quattro-wallpapers/	http://www.zedge.net/ringtones/6132/icemobile-quattro-ringtones/	104 x 54 x 10 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-6131/icemobile/icemobile-galaxy-prime-plus/	http://www.zedge.net/wallpapers/6131/icemobile-galaxy-prime-plus-wallpapers/	http://www.zedge.net/ringtones/6131/icemobile-galaxy-prime-plus-ringtones/	142 x 76 x 11 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-6044/icemobile/icemobile-cenior/	http://www.zedge.net/wallpapers/6044/icemobile-cenior-wallpapers/	http://www.zedge.net/ringtones/6044/icemobile-cenior-ringtones/	110 x 46 x 16 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-6024/icemobile/icemobile-submarine/	http://www.zedge.net/wallpapers/6024/icemobile-submarine-wallpapers/	http://www.zedge.net/ringtones/6024/icemobile-submarine-ringtones/	119 x 53 x 20 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-6023/icemobile/icemobile-sol-ii/	http://www.zedge.net/wallpapers/6023/icemobile-sol-ii-wallpapers/	http://www.zedge.net/ringtones/6023/icemobile-sol-ii-ringtones/	101 x 56 x 13 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-6022/icemobile/icemobile-charm/	http://www.zedge.net/wallpapers/6022/icemobile-charm-wallpapers/	http://www.zedge.net/ringtones/6022/icemobile-charm-ringtones/	92 x 44 x 21 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-6021/icemobile/icemobile-blizzard/	http://www.zedge.net/wallpapers/6021/icemobile-blizzard-wallpapers/	http://www.zedge.net/ringtones/6021/icemobile-blizzard-ringtones/	106 x 46 x 14 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-6020/icemobile/icemobile-apollo-touch/	http://www.zedge.net/wallpapers/6020/icemobile-apollo-touch-wallpapers/	http://www.zedge.net/ringtones/6020/icemobile-apollo-touch-ringtones/	0 x 0 x 0 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-6019/icemobile/icemobile-apollo/	http://www.zedge.net/wallpapers/6019/icemobile-apollo-wallpapers/	http://www.zedge.net/ringtones/6019/icemobile-apollo-ringtones/	0 x 0 x 0 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-6018/icemobile/icemobile-acqua/	http://www.zedge.net/wallpapers/6018/icemobile-acqua-wallpapers/	http://www.zedge.net/ringtones/6018/icemobile-acqua-ringtones/	120 x 54 x 23 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-5886/icemobile/icemobile-diamond-dust/	http://www.zedge.net/wallpapers/5886/icemobile-diamond-dust-wallpapers/	http://www.zedge.net/ringtones/5886/icemobile-diamond-dust-ringtones/	115 x 61 x 13 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-5843/icemobile/icemobile-rock-lite/	http://www.zedge.net/wallpapers/5843/icemobile-rock-lite-wallpapers/	http://www.zedge.net/ringtones/5843/icemobile-rock-lite-ringtones/	108 x 47 x 14 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-5842/icemobile/icemobile-galaxy-prime/	http://www.zedge.net/wallpapers/5842/icemobile-galaxy-prime-wallpapers/	http://www.zedge.net/ringtones/5842/icemobile-galaxy-prime-ringtones/	0 x 0 x 0 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-5660/icemobile/icemobile-twilight-ii/	http://www.zedge.net/wallpapers/5660/icemobile-twilight-ii-wallpapers/	http://www.zedge.net/ringtones/5660/icemobile-twilight-ii-ringtones/	100 x 51 x 18 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-5659/icemobile/icemobile-rock-mini/	http://www.zedge.net/wallpapers/5659/icemobile-rock-mini-wallpapers/	http://www.zedge.net/ringtones/5659/icemobile-rock-mini-ringtones/	103 x 45 x 15 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-5658/icemobile/icemobile-clima-ii/	http://www.zedge.net/wallpapers/5658/icemobile-clima-ii-wallpapers/	http://www.zedge.net/ringtones/5658/icemobile-clima-ii-ringtones/	109 x 60 x 13 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-5510/icemobile/icemobile-hurricane-ii/	http://www.zedge.net/wallpapers/5510/icemobile-hurricane-ii-wallpapers/	http://www.zedge.net/ringtones/5510/icemobile-hurricane-ii-ringtones/	112 x 60 x 13 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-5509/icemobile/icemobile-fuego/	http://www.zedge.net/wallpapers/5509/icemobile-fuego-wallpapers/	http://www.zedge.net/ringtones/5509/icemobile-fuego-ringtones/	89 x 58 x 18 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-5402/icemobile/icemobile-wave/	http://www.zedge.net/wallpapers/5402/icemobile-wave-wallpapers/	http://www.zedge.net/ringtones/5402/icemobile-wave-ringtones/	111 x 50 x 14 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-5401/icemobile/icemobile-twister/	http://www.zedge.net/wallpapers/5401/icemobile-twister-wallpapers/	http://www.zedge.net/ringtones/5401/icemobile-twister-ringtones/	111 x 50 x 13 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-5400/icemobile/icemobile-sol/	http://www.zedge.net/wallpapers/5400/icemobile-sol-wallpapers/	http://www.zedge.net/ringtones/5400/icemobile-sol-ringtones/	96 x 52 x 13 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-5270/icemobile/icemobile-tornado-ii/	http://www.zedge.net/wallpapers/5270/icemobile-tornado-ii-wallpapers/	http://www.zedge.net/ringtones/5270/icemobile-tornado-ii-ringtones/	107 x 45 x 14 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-5180/icemobile/icemobile-twilight/	http://www.zedge.net/wallpapers/5180/icemobile-twilight-wallpapers/	http://www.zedge.net/ringtones/5180/icemobile-twilight-ringtones/	88 x 59 x 14 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-5179/icemobile/icemobile-storm/	http://www.zedge.net/wallpapers/5179/icemobile-storm-wallpapers/	http://www.zedge.net/ringtones/5179/icemobile-storm-ringtones/	107 x 59 x 15 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-5178/icemobile/icemobile-flurry-ii/	http://www.zedge.net/wallpapers/5178/icemobile-flurry-ii-wallpapers/	http://www.zedge.net/ringtones/5178/icemobile-flurry-ii-ringtones/	98 x 53 x 14 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-5079/icemobile/icemobile-shine/	http://www.zedge.net/wallpapers/5079/icemobile-shine-wallpapers/	http://www.zedge.net/ringtones/5079/icemobile-shine-ringtones/	112 x 58 x 14 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-5053/icemobile/icemobile-viento-ii/	http://www.zedge.net/wallpapers/5053/icemobile-viento-ii-wallpapers/	http://www.zedge.net/ringtones/5053/icemobile-viento-ii-ringtones/	100 x 55 x 14 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-5052/icemobile/icemobile-tropical-ii/	http://www.zedge.net/wallpapers/5052/icemobile-tropical-ii-wallpapers/	http://www.zedge.net/ringtones/5052/icemobile-tropical-ii-ringtones/	99 x 56 x 13 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-5051/icemobile/icemobile-tropical/	http://www.zedge.net/wallpapers/5051/icemobile-tropical-wallpapers/	http://www.zedge.net/ringtones/5051/icemobile-tropical-ringtones/	109 x 57 x 14 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-5050/icemobile/icemobile-rock/	http://www.zedge.net/wallpapers/5050/icemobile-rock-wallpapers/	http://www.zedge.net/ringtones/5050/icemobile-rock-ringtones/	110 x 47 x 15 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-5049/icemobile/icemobile-rainbow-ii/	http://www.zedge.net/wallpapers/5049/icemobile-rainbow-ii-wallpapers/	http://www.zedge.net/ringtones/5049/icemobile-rainbow-ii-ringtones/	109 x 47 x 14 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-5048/icemobile/icemobile-rainbow/	http://www.zedge.net/wallpapers/5048/icemobile-rainbow-wallpapers/	http://www.zedge.net/ringtones/5048/icemobile-rainbow-ringtones/	110 x 57 x 15 mm
Icemobile	http://www.zedge.net/phone-index/99/icemobile/	http://www.zedge.net/phone-index/99-5047/icemobile/icemobile-crystal/	http://www.zedge.net/wallpapers/5047/icemobile-crystal-wallpapers/	http://www.zedge.net/ringtones/5047/icemobile-crystal-ringtones/	112 x 56 x 13 mm
